מס' ספק,שם ספק,הזמנה,תאריך,מק'ט,תאור מוצר,ת. אספקה,כמות,יח',מחיר סופי,מטבע,מחיר סופי בשקלים
2030337,"טכנו-בורג בע""מ",PO25000048,1/9/2025,30000289,אום ניילוק M-12,1/16/2025,50,יח',19.00,"ש""ח",19.00
2030337,"טכנו-בורג בע""מ",PO25000210,2/2/2025,30000035,דסקית שטוחה 5/16X1.2X25,2/2/2025,10000,יח',600.00,"ש""ח",600.00
2030337,"טכנו-בורג בע""מ",PO25000249,2/10/2025,19000045,חבק הידוק לבן 2.5X100,2/10/2025,1,יח',2.00,"ש""ח",2.00
2030337,"טכנו-בורג בע""מ",PO25000249,2/10/2025,30000173,אום הידוק מגולוון 1/2 צול,2/10/2025,200,יח',48.00,"ש""ח",48.00
2030337,"טכנו-בורג בע""מ",PO25000249,2/10/2025,30000234,דיסקית קפיץ 1/2 מגולוון,2/10/2025,200,יח',24.00,"ש""ח",24.00
2030337,"טכנו-בורג בע""מ",PO25000249,2/10/2025,30000011,בורג הדוק 1/2X100 (הברגה מלאה),2/10/2025,200,יח',224.00,"ש""ח",224.00
2030337,"טכנו-בורג בע""מ",PO25000249,2/10/2025,30000085,בורג הדוק 1/2X180,2/10/2025,200,יח',392.00,"ש""ח",392.00
2030337,"טכנו-בורג בע""מ",PO25000249,2/10/2025,30000010,בורג הדוק 1/2X60  הברגה מלאה,2/10/2025,100,יח',69.00,"ש""ח",69.00
2030337,"טכנו-בורג בע""מ",PO25000334,2/17/2025,24000541,פין קפיצי 12.0X50 D-7343,2/17/2025,50,יח',360.00,"ש""ח",360.00
2030337,"טכנו-בורג בע""מ",PO25000334,2/17/2025,30000143,דיסקה נירוסטה M6 D9021B,2/17/2025,100,יח',18.00,"ש""ח",18.00
2030337,"טכנו-בורג בע""מ",PO25000334,2/17/2025,30000034,אום ניילוק M6 D-985,2/17/2025,50,יח',11.00,"ש""ח",11.00
2030337,"טכנו-בורג בע""מ",PO25000334,2/17/2025,30000136,בורג נירוסטה M6X65 D931,2/17/2025,50,יח',77.50,"ש""ח",77.50
2030337,"טכנו-בורג בע""מ",PO25000408,2/20/2025,30000086,בורג הדוק 5/8X200,2/20/2025,210,יח',646.80,"ש""ח",646.80
2030337,"טכנו-בורג בע""מ",PO25000408,2/20/2025,30000039,דסקית שטוחה  5/8X3X40,2/20/2025,600,יח',228.00,"ש""ח",228.00
2030337,"טכנו-בורג בע""מ",PO25000408,2/20/2025,30000033,אום משושה 5/8 BSW,2/20/2025,210,יח',88.20,"ש""ח",88.20
2030337,"טכנו-בורג בע""מ",PO25000408,2/20/2025,30000132,בורג משושה M10X16,2/20/2025,200,יח',60.00,"ש""ח",60.00
2030337,"טכנו-בורג בע""מ",PO25000435,2/24/2025,19001101,בורג איסכורית ראש קודח 7 ס''מ,2/24/2025,2000,יח',720.00,"ש""ח",720.00
2030337,"טכנו-בורג בע""מ",PO25000502,3/4/2025,30000131,בורג ראש עגול פיליפס M3X8,3/4/2025,1000,יח',60.00,"ש""ח",60.00
2030337,"טכנו-בורג בע""מ",PO25000502,3/4/2025,30000245,בורג ר''צ פיליפס מצ' M3X18,3/4/2025,300,יח',24.00,"ש""ח",24.00
2030337,"טכנו-בורג בע""מ",PO25000558,3/10/2025,20000013,מקדח 4.0 ממ'  HSS,3/10/2025,10,יח',38.00,"ש""ח",38.00
2030337,"טכנו-בורג בע""מ",PO25000586,3/13/2025,30000029,"אום משושה  ""1  BSW",3/13/2025,20,יח',31.00,"ש""ח",31.00
2030337,"טכנו-בורג בע""מ",PO25000586,3/13/2025,30000160,"דיסקית מיו"" מצ 3*63*1",3/13/2025,20,יח',21.20,"ש""ח",21.20
2030337,"טכנו-בורג בע""מ",PO25000749,4/3/2025,20000828,פוטר למברגה מתכתי לאימפקט,4/3/2025,1,יח',115.00,"ש""ח",115.00
2030337,"טכנו-בורג בע""מ",PO25000812,4/9/2025,30000039,דסקית שטוחה  5/8X3X40,4/9/2025,200,יח',76.00,"ש""ח",76.00
2030337,"טכנו-בורג בע""מ",PO25000812,4/9/2025,30000033,אום משושה 5/8 BSW,4/9/2025,100,יח',42.00,"ש""ח",42.00
2030337,"טכנו-בורג בע""מ",PO25000812,4/9/2025,30000086,בורג הדוק 5/8X200,4/9/2025,100,יח',308.00,"ש""ח",308.00
2030337,"טכנו-בורג בע""מ",PO25000827,4/13/2025,000,מקדח מושחז 13+9+5 עוגן ג'מבו ובורג אלן כיסוי ח-ן 3775 יורם,4/13/2025,1,יח',303.20,"ש""ח",303.20
2030337,"טכנו-בורג בע""מ",PO25000828,4/13/2025,000,אלקטרודות 316L 2.5 ממ - נלקח עידו באישור רון משלוח 777,4/13/2025,2,יח',196.00,"ש""ח",196.00
2030337,"טכנו-בורג בע""מ",PO25000829,4/13/2025,000,ציודים שונים חן 4505-כיסוי משלוח 1516 נאסף יורם שער,4/13/2025,1,יח',456.50,"ש""ח",456.50
2030337,"טכנו-בורג בע""מ",PO25000830,4/13/2025,000,"פלייר טבעות 12"" + 13"" - כיסוי משלוח 12017",4/13/2025,1,יח',231.01,"ש""ח",231.01
2030337,"טכנו-בורג בע""מ",PO25000885,4/20/2025,20000983,סוללה למברגה מקיטה 18V 5AH,4/20/2025,1,יח',285.05,"ש""ח",285.05
2030337,"טכנו-בורג בע""מ",PO25000919,4/24/2025,30000141,מוט הברגה 3/8 1 מ' אורך,4/24/2025,100,יח',340.00,"ש""ח",340.00
2030337,"טכנו-בורג בע""מ",PO25000992,5/5/2025,30000030,אום משושה  5/16  BSW,5/5/2025,5000,יח',250.00,"ש""ח",250.00
2030337,"טכנו-בורג בע""מ",PO25000992,5/5/2025,19000987,בורג איסכורית ראש קודח 4 סמ',5/5/2025,2000,יח',380.00,"ש""ח",380.00
2030337,"טכנו-בורג בע""מ",PO25000997,5/6/2025,30000018,בורג ראש קודח 8X1/2  שחור,5/6/2025,1000,יח',40.00,"ש""ח",40.00
2030337,"טכנו-בורג בע""מ",PO25001006,5/6/2025,30000006,"בורג קודח מושחר ""#8X1",5/6/2025,100,יח',7.00,"ש""ח",7.00
2030337,"טכנו-בורג בע""מ",PO25001006,5/6/2025,30000012,בורג הדוק 1/4X40 הברגה  מלאה,5/6/2025,300,יח',54.00,"ש""ח",54.00
2030337,"טכנו-בורג בע""מ",PO25001077,5/13/2025,19000987,בורג איסכורית ראש קודח 4 סמ',5/13/2025,1000,יח',190.00,"ש""ח",190.00
2030337,"טכנו-בורג בע""מ",PO25001158,5/21/2025,19001101,בורג איסכורית ראש קודח 7 ס''מ,5/21/2025,2000,יח',720.00,"ש""ח",720.00
2030337,"טכנו-בורג בע""מ",PO25001158,5/21/2025,30000006,"בורג קודח מושחר ""#8X1",5/21/2025,5000,יח',350.00,"ש""ח",350.00
2030337,"טכנו-בורג בע""מ",PO25001199,5/26/2025,30000129,"בורג פח פיליפס קודח שחור  ""8X2",5/26/2025,5000,יח',700.00,"ש""ח",700.00
2030337,"טכנו-בורג בע""מ",PO25001212,5/27/2025,30000055,בורג 1/8X15 ראש קוני פיליפס,5/27/2025,300,יח',18.00,"ש""ח",18.00
2030337,"טכנו-בורג בע""מ",PO25001212,5/27/2025,30000043,אום מצ' BSW 1/8-40X6,5/27/2025,500,יח',15.00,"ש""ח",15.00
2030337,"טכנו-בורג בע""מ",PO25001212,5/27/2025,30000044,דסקית שטוחה 3/16X13,5/27/2025,300,יח',15.00,"ש""ח",15.00
2030337,"טכנו-בורג בע""מ",PO25001225,5/27/2025,19001245,"בנד נירוסטה בורג מגולבן לצינור 8'' 170-215 מ""מ",5/27/2025,200,יח',2480.00,"ש""ח",2480.00
2030341,הובלות יורי,PO25000267,2/11/2025,19000113,הובלה-העברה בין מחסנים מברנר לבאר שבע לאביגוד אביטל - עוז,2/11/2025,1,יח',1800.00,"ש""ח",1800.00
2030341,הובלות יורי,PO25000375,2/20/2025,19000113,הובלה ממחסן גבעת ברנר לבאר שבע,2/23/2025,1,יח',1800.00,"ש""ח",1800.00
2030341,הובלות יורי,PO25000413,2/23/2025,19000113,הובלה,2/23/2025,1,יח',1800.00,"ש""ח",1800.00
2030341,הובלות יורי,PO25000445,2/25/2025,19000113,הובלה ממחסן ברנר לבאר שבע,2/25/2025,1,יח',1800.00,"ש""ח",1800.00
2030341,הובלות יורי,PO25000541,3/7/2025,19000113,הובלה בין מחסנים,3/7/2025,1,יח',1800.00,"ש""ח",1800.00
2030341,הובלות יורי,PO25000547,3/9/2025,19000113,הובלה פרוייקט אביטל,3/9/2025,1,יח',1800.00,"ש""ח",1800.00
2030350,"טופולד בע""מ",PO25000202,2/1/2025,31000240,תיקון מדפסת VKP80 דגם סימון III3 החלפת ראש הדפסה,2/9/2025,15,יח',13500.00,"ש""ח",13500.00
2030350,"טופולד בע""מ",PO25000202,2/1/2025,31000240,תיקון מדפסת VKP80 דגם סימן III2 החלפת ראש הדפסה,2/9/2025,8,יח',7040.00,"ש""ח",7040.00
2030350,"טופולד בע""מ",PO25000202,2/1/2025,31000240,תיקון מדפסת TG2480 החלפת ראש הדפסה,2/9/2025,1,יח',880.00,"ש""ח",880.00
2030350,"טופולד בע""מ",PO25000202,2/1/2025,31000240,תיקון מדפסת TG2480 תיקון מנגנון משיכת נייר/סכין חיתוך,2/9/2025,1,יח',460.00,"ש""ח",460.00
2030350,"טופולד בע""מ",PO25000202,2/1/2025,31000240,מדפסת VKP80 סימן III2 תיקון מנגנון משיכת נייר/סכין חיתוך,2/9/2025,1,יח',460.00,"ש""ח",460.00
2030350,"טופולד בע""מ",PO25000202,2/1/2025,31000240,תיקון מדפסת VKP80 סימן II2 ניקוי כיול איפוס חיישנים,2/9/2025,2,יח',760.00,"ש""ח",760.00
2030362,"לדיקו בע""מ",PO25000035,1/8/2025,31000240,תיקון,1/19/2025,2,יח',9348.16,"ש""ח",9348.16
2030362,"לדיקו בע""מ",PO25000035,1/8/2025,31000240,תיקון,1/19/2025,3,יח',16212.82,"ש""ח",16212.82
2030362,"לדיקו בע""מ",PO25000144,1/27/2025,16081977,PTZ NDP-5512-Z30L,1/27/2025,2,יח',7500.00,"ש""ח",7500.00
2030362,"לדיקו בע""מ",PO25000207,2/2/2025,16081977,PTZ NDP-5512-Z30L,2/2/2025,2,יח',6954.64,"ש""ח",6954.64
2030362,"לדיקו בע""מ",PO25000282,2/15/2025,22002476,מצלמת PTZ BOSCH  MIC-7522-Z30W,2/15/2025,1,יח',13250.14,"ש""ח",13250.14
2030362,"לדיקו בע""מ",PO25000288,2/16/2025,22002552,Pendant wall mount NDA-U-WMT,2/16/2025,1,יח',139.45,"ש""ח",139.45
2030362,"לדיקו בע""מ",PO25000288,2/16/2025,22002553,Pole mount adapter larg NDA-U-PMAL,2/16/2025,1,יח',265.00,"ש""ח",265.00
2030362,"לדיקו בע""מ",PO25000293,2/16/2025,16081977,PTZ NDP-5512-Z30L,2/16/2025,2,יח',7125.00,"ש""ח",7125.00
2030362,"לדיקו בע""מ",PO25000296,2/16/2025,16081977,PTZ NDP-5512-Z30L,2/16/2025,30,יח',106875.00,"ש""ח",106875.00
2030362,"לדיקו בע""מ",PO25000296,2/16/2025,22002552,Pendant wall mount NDA-U-WMT,2/16/2025,30,יח',4650.00,"ש""ח",4650.00
2030362,"לדיקו בע""מ",PO25000296,2/16/2025,22002553,Pole mount adapter larg NDA-U-PMAL,2/16/2025,30,יח',7950.00,"ש""ח",7950.00
2030362,"לדיקו בע""מ",PO25000332,2/17/2025,22002684,NDA-U-WMP Wall mount plate,2/17/2025,1,יח',440.50,"ש""ח",440.50
2030362,"לדיקו בע""מ",PO25000332,2/17/2025,22002684,NDA-U-WMP Wall mount plate,2/17/2025,30,יח',13215.06,"ש""ח",13215.06
2030362,"לדיקו בע""מ",PO25000387,2/20/2025,16081977,PTZ NDP-5512-Z30L,2/20/2025,30,יח',106875.00,"ש""ח",106875.00
2030362,"לדיקו בע""מ",PO25000529,3/7/2025,22002476,מצלמת PTZ BOSCH  MIC-7522-Z30W,3/7/2025,2,יח',26500.28,"ש""ח",26500.28
2030362,"לדיקו בע""מ",PO25000529,3/7/2025,16081977,PTZ NDP-5512-Z30L,3/7/2025,60,יח',213750.00,"ש""ח",213750.00
2030362,"לדיקו בע""מ",PO25000561,3/10/2025,22002476,מצלמת PTZ BOSCH  MIC-7522-Z30W,3/10/2025,1,יח',13250.14,"ש""ח",13250.14
2030362,"לדיקו בע""מ",PO25000628,3/20/2025,22002476,מצלמת PTZ BOSCH  MIC-7522-Z30W,3/20/2025,2,יח',26500.28,"ש""ח",26500.28
2030362,"לדיקו בע""מ",PO25000676,3/25/2025,22002443,מצלמה IR IP bullet 5Mp AVF H.265 IP67 SMB NBE-5503-AL,3/25/2025,1,יח',1552.37,"ש""ח",1552.37
2030362,"לדיקו בע""מ",PO25000676,3/25/2025,22002552,Pendant wall mount NDA-U-WMT,3/25/2025,1,יח',149.86,"ש""ח",149.86
2030362,"לדיקו בע""מ",PO25000676,3/25/2025,22002553,Pole mount adapter larg NDA-U-PMAL,3/25/2025,1,יח',265.00,"ש""ח",265.00
2030362,"לדיקו בע""מ",PO25000676,3/25/2025,22002692,מצלמה NDP-5523-Z30L PTZ 4MP,3/25/2025,1,יח',7532.37,"ש""ח",7532.37
2030362,"לדיקו בע""מ",PO25000676,3/25/2025,22002552,Pendant wall mount NDA-U-WMT,3/25/2025,1,יח',149.86,"ש""ח",149.86
2030362,"לדיקו בע""מ",PO25000676,3/25/2025,22002553,Pole mount adapter larg NDA-U-PMAL,3/25/2025,1,יח',265.00,"ש""ח",265.00
2030362,"לדיקו בע""מ",PO25000677,3/25/2025,22002692,מצלמה NDP-5523-Z30L PTZ 4MP,3/25/2025,2,יח',15064.73,"ש""ח",15064.73
2030362,"לדיקו בע""מ",PO25000677,3/25/2025,22002552,Pendant wall mount NDA-U-WMT,3/25/2025,3,יח',449.58,"ש""ח",449.58
2030362,"לדיקו בע""מ",PO25000677,3/25/2025,22002553,Pole mount adapter larg NDA-U-PMAL,3/25/2025,3,יח',795.00,"ש""ח",795.00
2030362,"לדיקו בע""מ",PO25000677,3/25/2025,22002443,מצלמה IR IP bullet 5Mp AVF H.265 IP67 SMB NBE-5503-AL,3/25/2025,1,יח',1552.37,"ש""ח",1552.37
2030362,"לדיקו בע""מ",PO25000677,3/25/2025,22002552,Pendant wall mount NDA-U-WMT,3/25/2025,1,יח',149.86,"ש""ח",149.86
2030362,"לדיקו בע""מ",PO25000677,3/25/2025,22002553,Pole mount adapter larg NDA-U-PMAL,3/25/2025,1,יח',265.00,"ש""ח",265.00
2030362,"לדיקו בע""מ",PO25000692,3/26/2025,16081977,PTZ NDP-5512-Z30L,3/26/2025,1,יח',3721.37,"ש""ח",3721.37
2030362,"לדיקו בע""מ",PO25000794,4/8/2025,22002587,רישיון BVMS PROFESSIONAL BSS MBV-XCHANPRO,4/8/2025,2,יח',1009.89,"ש""ח",1009.89
2030362,"לדיקו בע""מ",PO25000795,4/8/2025,16000036,תיקון מצלמה שאינה באחריות מסד 044624607506111031,4/8/2025,1,יח',5174.00,"ש""ח",5174.00
2030362,"לדיקו בע""מ",PO25000795,4/8/2025,16000036,תיקון מצלמה שאינה באחריות מסד 044624607327111007,4/8/2025,1,יח',5174.00,"ש""ח",5174.00
2030362,"לדיקו בע""מ",PO25000795,4/8/2025,16000036,תיקון מצלמה שאינה באחריות מסד 044624603721111008,4/8/2025,1,יח',5174.00,"ש""ח",5174.00
2030362,"לדיקו בע""מ",PO25000841,4/15/2025,16081977,PTZ NDP-5512-Z30L,4/15/2025,200,יח',701146.31,"ש""ח",701146.31
2030362,"לדיקו בע""מ",PO25000861,4/17/2025,22002552,Pendant wall mount NDA-U-WMT,4/17/2025,60,יח',9360.00,"ש""ח",9360.00
2030362,"לדיקו בע""מ",PO25000861,4/17/2025,22002553,Pole mount adapter larg NDA-U-PMAL,4/17/2025,60,יח',15900.00,"ש""ח",15900.00
2030362,"לדיקו בע""מ",PO25000886,4/20/2025,22002476,מצלמת PTZ BOSCH  MIC-7522-Z30W,4/20/2025,3,יח',39750.42,"ש""ח",39750.42
2030362,"לדיקו בע""מ",PO25000898,4/21/2025,22002589,מצלמת כיפה 2 מגה חיצוני BSSNDE-3703-AL,4/21/2025,4,יח',5155.39,"ש""ח",5155.39
2030362,"לדיקו בע""מ",PO25000898,4/21/2025,36000148,DIVAR network 2000 16IP+2TB DIP4420IG00N,4/21/2025,1,יח',7567.26,"ש""ח",7567.26
2030362,"לדיקו בע""מ",PO25000898,4/21/2025,22002590,קופסא אחורית למצלמת כיפה BSSNDA-U-PSMB,4/21/2025,8,יח',722.09,"ש""ח",722.09
2030362,"לדיקו בע""מ",PO25001016,5/7/2025,22002476,מצלמת PTZ BOSCH  MIC-7522-Z30W,5/7/2025,2,יח',26500.28,"ש""ח",26500.28
2030362,"לדיקו בע""מ",PO25001019,5/7/2025,22002476,מצלמת PTZ BOSCH  MIC-7522-Z30W,5/7/2025,2,יח',26500.28,"ש""ח",26500.28
2030364,"אביעם אינסטלציה ובניין(מקבוצת ש.אל)בע""מ",PO25000425,2/24/2025,34000011,חוליה  80/100,2/24/2025,3,יח',795.00,"ש""ח",795.00
2030364,"אביעם אינסטלציה ובניין(מקבוצת ש.אל)בע""מ",PO25000425,2/24/2025,19000147,"מופה  ""2 לצינור שרשורי",2/24/2025,3,יח',20.52,"ש""ח",20.52
2030364,"אביעם אינסטלציה ובניין(מקבוצת ש.אל)בע""מ",PO25000425,2/24/2025,34000157,"צינור שרשורי  ""3 שחור",2/24/2025,50,יח',210.00,"ש""ח",210.00
2030364,"אביעם אינסטלציה ובניין(מקבוצת ש.אל)בע""מ",PO25000425,2/24/2025,31000406,פלטת סנדוויץ 590X200X18  ממ' לארון DCWE0,2/24/2025,96,יח',1440.00,"ש""ח",1440.00
2030367,"הובלות משה כהן מנופים ושינוע בע""מ",PO25000145,1/27/2025,16000036,יום עבודה מנוף סל עם פרק 100 טון,1/27/2025,1,יח',3300.00,"ש""ח",3300.00
2030367,"הובלות משה כהן מנופים ושינוע בע""מ",PO25000236,2/6/2025,19000113,הורדת אלמנטים לחניון תת קרקעי בכננת-עבודת מנוף הובלה,2/6/2025,1,יח',5000.00,"ש""ח",5000.00
2030367,"הובלות משה כהן מנופים ושינוע בע""מ",PO25000725,4/1/2025,16000036,מנוף 200 טון כננת וסל ביצוע 12.12.24 סבידור מאושר מיכאל,4/1/2025,1,יח',5000.00,"ש""ח",5000.00
2030369,"יושאי חומרי בניין בע""מ",PO25000043,1/8/2025,19001031,"זפת פוליטר 100(פח 18 ק""ג)",1/19/2025,42,יח',8316.00,"ש""ח",8316.00
2030369,"יושאי חומרי בניין בע""מ",PO25000088,1/16/2025,19001031,"זפת פוליטר 100(פח 18 ק""ג)",1/16/2025,84,יח',16632.00,"ש""ח",16632.00
2030369,"יושאי חומרי בניין בע""מ",PO25000704,3/27/2025,19001031,"זפת פוליטר 100(פח 18 ק""ג)",3/27/2025,42,יח',8316.00,"ש""ח",8316.00
2030369,"יושאי חומרי בניין בע""מ",PO25000987,5/5/2025,34000020,שק אספלט קר,5/5/2025,25,יח',1519.75,"ש""ח",1519.75
2030370,"מתקינט בע""מ",PO25000884,4/20/2025,22002753,מצלמה  HD IR Bullet Camera I4-350A-VF,4/20/2025,2,יח',564.10,"ש""ח",564.10
2030370,"מתקינט בע""מ",PO25000924,4/26/2025,22002847,מצלמת צינור 2MP 14-320A-VF,4/26/2025,6,יח',1356.00,"ש""ח",1356.00
2030370,"מתקינט בע""מ",PO25000924,4/26/2025,22002848,זרוע תקרה לקופסאת חיבורים PR-CB14,4/26/2025,6,יח',570.00,"ש""ח",570.00
2030370,"מתקינט בע""מ",PO25000947,4/27/2025,22002759,ספק שולחני 12V 5A PC-TPS5A,4/27/2025,6,יח',228.00,"ש""ח",228.00
2030370,"מתקינט בע""מ",PO25000951,4/28/2025,16000036,התקנת אינטרקום בחדר של אמיר יעקובי עי מור,4/28/2025,1,יח',1666.95,"ש""ח",1666.95
2030370,"מתקינט בע""מ",PO25001065,5/13/2025,36000013,מגנט אינדיקציה שקוע 19 מ''מ,5/13/2025,6,יח',42.00,"ש""ח",42.00
2030370,"מתקינט בע""מ",PO25001205,5/27/2025,16000019,קופ' אטומה D-8 80X80X50,5/27/2025,50,יח',250.00,"ש""ח",250.00
2030371,אינפוגרף מוצרי נייר,PO25000505,3/4/2025,22001031,"גליל נייר טרמי 60*86.78 קוטר 1"" 110 מיקרון רוחב 60 ממ הדפסה",3/4/2025,1300,יח',28717.00,"ש""ח",28717.00
2030371,אינפוגרף מוצרי נייר,PO25001056,5/12/2025,27000842,טופס אחזקה מונעת חודשית 50 דף מקור + 2,5/12/2025,50,יח',1600.00,"ש""ח",1600.00
2030371,אינפוגרף מוצרי נייר,PO25001127,5/19/2025,27000799,פנקס כרטיס אחזקה לשערים מקור+2,5/19/2025,50,יח',1600.00,"ש""ח",1600.00
2030374,שלטים שי,PO25000401,2/20/2025,25000101,"מדבקה ""הארקה לא לפרק""(80X120 )",2/20/2025,100,יח',190.00,"ש""ח",190.00
2030374,שלטים שי,PO25000548,3/9/2025,19000560,מפה סינופטית,3/9/2025,1,יח',230.00,"ש""ח",230.00
2030374,שלטים שי,PO25000654,3/23/2025,19000560,מפה סינופטית,3/23/2025,1,יח',230.00,"ש""ח",230.00
2030374,שלטים שי,PO25000834,4/14/2025,19000560,מפה סינופטית,4/15/2025,1,יח',230.00,"ש""ח",230.00
2030374,שלטים שי,PO25000837,4/15/2025,19000560,מפה סינופטית,4/15/2025,15,יח',3450.00,"ש""ח",3450.00
2030374,שלטים שי,PO25000900,4/22/2025,19001242,פרספקס שקוף 64X195 ס''מ עובי 4 מ''מ,4/22/2025,1,יח',650.00,"ש""ח",650.00
2030374,שלטים שי,PO25000929,4/26/2025,19000560,מפה סינופטית,4/26/2025,1,יח',230.00,"ש""ח",230.00
2030374,שלטים שי,PO25000954,4/28/2025,19001036,"מדבקה מחזיר אור 18/14 ס""מ מחזיר אור צהוב הדפסה בשחור",4/28/2025,300,יח',1470.00,"ש""ח",1470.00
